author,date,introduce,location,price,review,star

杰米·利维, /2017-01-01,用户体验（UX）策略需要巧妙结合用户体验设计与商业策略，是一门关于实践的学问。本书介绍了实践用户体验策略的可靠框架，使你不需要拥有MBA学位也能灵活运用商业策略，找到在市场中创造价值的机会，并用提高转化率的思路设计出创新型互联网产品。书中的各种商业案例、故事以及对*策略专家的访谈，将助你从不同视角深入理解用户体验策略。 通过临时人物角色和客户探索技巧确定并验证目标用户 通过竞争力分析探索饱和市场，发现创造独特价值的机会 通过结构化的原型实验，将精力聚焦于产品的首要功能 通过用指标量化期望的用户行为，设计漏斗型UX，提升用户参与度,人民邮电出版社,¥46.40,215条评论,width: 100%;

巅峰卓越, /2017-01-01,,人民邮电出版社,¥76.60,56条评论,width: 90%;

柯博文, /2015-11-01,柯博文老师是硅谷著名的开源软件/硬件科学家，本书是他创作的Android移动开发的代表性著作，全球发行。书中全面介绍了Android智能电视、智能手表、穿戴设备、蓝牙4.0及周边设计的方法。给出了大量的设计实例。，全书内容包括：第一个Android APP开发；输入、按钮和触发事件；图片显示换页、数据传递Activity和Intent；选单和消息；选择组件；列表设计；选择窗口；网络数据访问；拨打电话和发短信；GPS和地图应用；多媒体；Service服务程序音乐；APP上架；Android平板设计、Android智能手表设计、Android可穿戴设备、Android智能电视、Android物联网、蓝牙4.0等知识。并配备全部第1章~第20章的完整视频讲解。及第2章~第20章的全部示例程序代码。,清华大学出版社,¥50.70,91条评论,width: 90%;

陈吕洲, /2017-10-01,（1）本书有国内资深的Arduino开发者、Arduino中文社区创始人陈吕洲编写，体系结构清晰，由浅入深，适合初学者学习，亦适合开发者查阅。（2）在Arduino中文社区（www.arduino.cn/）网站上提供本书相关问题的线上解答，让你学习无忧。（3）Genuino 101是一个极具特色的Arduino开发板，使用它可以完成一些传统单片机或者Arduino难以胜任的工作，制作更为惊艳的作品；借助intel Curie模组上的模式匹配引擎，甚至还可以进行机器学习操作。,清华大学出版社,¥42.10,23条评论,width: 0%;

杨阳, /2016-10-01,本书内容丰富、条理清晰，通过 8 章的内容，为读者全面、系统地介绍了原型设计的知识以及使用 Axure RP 8.0 进行原型制作的方法和技巧，采用理论知识和实例操作相结合的方法，使知识融会贯通。 ●语言通俗易懂，实例精美，图文同步，涉及大量原型设计和制作的知识讲解，帮助读者深入了解原型设计。●实例涉及面广，几乎涵盖了原型设计和制作中大部分的效果，每种效果通过实际操作和实例制作帮助读者掌握原型设计中的知识点。 ●注重原型设计制作软件知识点和操作技巧的归纳总结，在基础知识和实例讲解过程中穿插了软件操作和知识点提示等，使读者更好地对相关知识进行学习和吸收。●每一个实例的制作过程都配有相关素材和视频教程，步骤详细，使读者轻松掌握。,清华大学出版社,¥68.60,86条评论,width: 100%;

孟祥磊, /2017-01-01,26个同步讲解视频，难点不再有，步骤跟着走； 一线从业者撰写，贴近市场需求； 书内包含大量实例，随学随做，即学即会； 附赠全部实例源代码，帮助读者快速入门。,人民邮电出版社,¥31.30,243条评论,width: 80%;

李刚, /2016-05-01,全书包含近百个实例，几乎每个知识点都可以找到对应的实例，提供 连连看 极具参考价值。 全部案例均通过真机测试，随书光盘提供全部代码。,电子工业出版社,¥85.30,105条评论,width: 100%;

明日科技, /2012-09-01,软件开发视频大讲堂 丛书系清华社 视频大讲堂 重点大系之一。该大系包括多个子系列，每个子系列的图书在其同品种的图书中销售名列前茅，其中： 4个品种荣获 全行业优秀畅销品种 1个品种荣获 2012 年清华大学出版社 专业畅销书 一等奖 绝大多数品种在 全国计算机零售图书排行榜 同品种排行中名列前茅 截至目前该大系累计销售超过55万册 该大系已成为近年来清华社计算机专业基础类零售图书*畅销的品牌之一 软件开发视频大讲堂 系列作为清华社 视频大讲堂 大系的子系列之一，继承和创新了清华社 视频大讲堂 大系的编写模式、写作风格和优良品质。本书突出了以下内容： 总长总时长25小时同步视频演示讲解，可反复观摩，让学习更为快捷、高效 436个典型实例，通过实例学习更深入，更有趣，更有动力 369道面试真,清华大学出版社,¥55.10,10354条评论,width: 90%;

谢作如, /2017-01-20,说起App Inventor在我国的发展， 老巫婆 （金从军老师）是一个无法绕开的名字。她和她的丈夫张路*早将App Inventor 2汉化，并推出离线版，为App Inventor的国内推广，做了很多重要的工作。我和我的儿子谢集自学App Inventor 2，全靠她翻译的帮助文件。有趣的是，我在2014年才从 老巫婆 的博客上发现一个细节: 2013年上海创客嘉年华活动中，我和吴俊杰等教师在创客论坛上演讲，呼吁创客们关注中小学教育，坐在*排拿着摄像机的就是她和张路老师。后来她告诉我，那天听了我们的演讲后，他们就下决心要为儿童编程做点事，回到北京就开始做App Inventor 2汉化、翻译工作。,清华大学出版社,¥44.20,196条评论,width: 80%;

甘霖, /2018-04-11,《APP UI设计之道》以Photoshop UI图标制作和界面交互设计为中心，通过50余个典型实例，讲解了当前热门的手机APP UI设计技术，主要有图标制作、质感效果制作、字体制作、三维ICON制作、图形设计、各类控件制作等，以及手机整体界面的制作方法，帮助读者在短的时间内精通UI设计技术，迅速从新手变为UI界面和APP界面的设计高手。适合UI设计爱好者，想进入UI设计领域的读者朋友，以及设计专业的大中专学生阅读。 《APP UI设计之道》的内容设计以让读者学有所依、学有所用为宗旨，采用以例带点的讲解方式，即将每个知识点的讲解都融入到具体的典型实例中，范例丰富、情景生动、图文并茂、内容翔实，可以带给读者独特而高效的学习体验。,清华大学出版社,¥84.30,7条评论,width: 0%;

马尔钦·莫斯卡拉, /2018-07-06,,清华大学出版社,¥103.20,1条评论,width: 100%;

强增, /2018-06-05,介绍App Inventor 2的源码 介绍Android的相关知识 学会App Inventor 2自带组件的功能扩展 掌握App Inventor 2插件的开发 提供丰富的开发样例,机械工业出版社,¥50.70,7条评论,width: 0%;

关东升, /2018-07-27,新工科普通高校移动开发系列课程优秀教材著名移动开发专家关东升系统论述Android开发的经典著作配教资源：教学课件|教学视频|源代码高校推荐：大连理工大学|中南大学|北京工业大学青岛科技大学|中国传媒大学赠送 Android应用开发入门与提高 视频课程1300分钟赠送《Java从小白到大牛（精简版）》畅销电子书本书涉及的主题? 移动操作系统概论? Android开发环境搭建? 调试Android应用程序? Android界面编程? Android控件? 活动? 碎片? 意图? 数据存储? 内容提供者? Android多线程技术? 服务? 广播接收器? 多媒体开发? 网络通信技术? 地图与定位服务? 图形与动画技术? 手机功能开发? Android项目开发过程Android项目分析和设计方法,清华大学出版社,¥62.40,0条评论,width: 0%;

迭戈, /2016-04-01,,人民邮电出版社,¥47.00,58条评论,width: 100%;

武永亮, /2014-09-01,51CTO学院王牌讲师、资深Android开发项目经理呕心沥血之作！ 51CTO学院Android培训推荐用书，附赠价值100元的“51CTO学院学习卡”！ 视频教学：14.2小时高品质配套教学视频 + 33.5小时Android专题教学视频（赠送）！ 注重实战：详解201个Android经典实例的开发过程，提高实战开发水平 内容全面：涵盖Android环境搭建、界面开发、事件处理、本地开发、网络开发、多媒体影音开发和服务开发等领域 由浅入深：书中的实例遵循从基础到高级的学习梯度，适合不同层次的读者阅读 技巧丰富：给出了大量的开发技巧，攻克各种疑点和难点，迅速提高开发水平 代码经典：每个实例都给出了详细的源代码，并提供了大量的注释，便于读者研读 贴心专栏：每个实例后都专门设有特色栏目“实例拓展”，以拓宽读者的知识面 答疑服务：提供QQ群、,清华大学出版社,¥76.50,428条评论,width: 90%;

陈文, /2013-08-01,系统讲解Android网络编程的各项核心技术和功能模块，多个案例解读Android网络编程的方法和技巧 从源码角度深入解析Android核心网络处理方法和关键应用的实现原理，包含大量**实践,机械工业出版社,¥47.60,917条评论,width: 90%;

Skip, /2015-11-01,,中国电力出版社,¥35.90,72条评论,width: 80%;

Dean, /2018-06-01,,电子工业出版社,¥49.00,3条评论,width: 0%;

吴亚峰, /2015-10-01,技术新颖，贴近实战：本书涵盖了现实中几乎所有的流行技术，如3D、传感器、OpenGL ES 2.0、动态壁纸、LBS百度地图的二次开发、移动办公、实时流体仿真计算引擎、服务端和Android端的交互等。 实例丰富，讲解详细：本书既包括单机版客户端项目，也有服务端和Android端的结合开发；既包括典型的商业软件，也包括休闲娱乐项目，还有流行的3D热门案例以及借助OpenGL ES 2.0渲染的逼真场景。 案例经典，含金量高：以真实的项目开发为讲解背景，包括大型商务软件、3D游戏等，无论做项目还是进行毕业设计，都可以在本书找到相同的案例，非常适合各类读者学习。,人民邮电出版社,¥85.40,309条评论,width: 100%;

Prateek, /2015-12-01,导语_点评_推荐词,清华大学出版社,¥42.10,65条评论,width: 60%;

周圣韬, /2015-09-01,360公司创始人董事长兼CEO、知名天使投资人，周鸿祎推荐 36个功防案例的实战演示，详细剖析Android应用的安全技术 由浅入深，全面分析了Android 中5个层级的不同攻击与防御方式 涵盖了Android系统安全的核心技术：Root安全、键盘监控、Smali代码分析、ARM体系结构与反汇编、广告植入与去除、App登录劫持、内核级Rootkit攻防、App应用加固与渗透测试等 为什么我的Android App被山寨？ 为什么我的Android App被逆向？ 为什么我的Android App中的广告铺天盖地？ 为什么我的Android App被登录劫持？ 如何加固我的Android App？ …… 众多的Android 安全问题和Android的攻防技术，本书都以实例形式给出精彩解答！,人民邮电出版社,¥66.20,255条评论,width: 100%;

吕云翔, /2018-07-01,新时代，新入口，新机遇 小程序的时代已经来临，你准备好了吗？ 快速上手 翔实的讲解、全面的内容、丰富的实例，从零开始学习微信小程序开发。 精选实例 精选电商类、工具类、多媒体类、内容类微信小程序开发实例，全面领略小程序的魅力。 图文并茂 包含大量图表、清晰易懂。 资源丰富 配套实例源代码，辅助实战。,电子工业出版社,¥54.50,0条评论,width: 0%;

苍王, /2018-03-01,Android走过的十个年头，其技术演进也是有迹可循的，本书作者基于自己在大型App架构的技术演进中成长的经历，将遇到的相关问题进行深入剖析，包括Android 组件化架构、模块化架构、插件化架构等，并对近来国内热门Android架构体系及其研发流程，以及开发中遇到的问题进行深入剖析。,电子工业出版社,¥45.00,0条评论,width: 0%;

傅小贞, /2013-07-01,推荐购买： 《体验引擎：游戏设计全景探秘》 （腾讯副总裁及魔方、蜜獾两大工作室老总作序推荐基于玩家体验设计游戏**书同时覆盖规划、平衡性、界面、营销诸要素） 《触动人心——设计优秀的iPhone应用（全彩）》 （这本书对于每个在思考 IPHONE 应用的人来说都是不可多得的） 《可视化沟通：用信息图表设计让数据说话（全彩）》 一秒吸引一眼记住 一生难忘 用数据视觉提升商业沟通效率魔法书 《测出转化率：营销优化的科学与艺术》 “科学测试市场与迭代改进”思想**人 20 余年实战智慧结晶 《点击的奥秘：运用说服心理术提升在线影响力（全彩）》 全球*畅销互联网心理学著作世界*前沿科研成果及趋势彻底破译用户点击行为深层规律 《缔造企鹅：产品经理是这样炼成的》 产品霸主腾讯明星,电子工业出版社,¥47.60,2643条评论,width: 90%;

李伟梦, /2012-11-01,,清华大学出版社,¥53.70,3271条评论,width: 90%;

吴亚峰, /2018-08-01,1．技术新颖，贴近实战 本书涵盖了现实中几乎所有的流行技术，如传感器、OpenGL ES 3.0、增强现实、动态壁纸、LBS百度地图的二次开发、移动办公、实时流体仿真计算引擎、服务端和Android端的交互等。 2．实例丰富，讲解详细 本书既包括单机版客户端项目，也有服务端和Android端的结合开发；既包括典型的商业软件，也包括休闲娱乐项目，还有流行的增强现实热门案例以及借助OpenGL ES 3.0渲染的逼真场景。 3．案例经典，含金量高 本书中的案例均是精心挑选的，不同类型的案例有着其独特的开发方式。以真实的项目开发为讲解背景，包括大型商务软件、增强现实应用、益智游戏等，讲解了开发时的思路，真实项目的策划方案，以期让读者全面地掌握手机应用及游戏的开发，具有很高的含金量，非常适合各类读者学习。,人民邮电出版社,¥78.20,0条评论,width: 0%;

胡格, /2013-07-01,iPhone和iOS取证领域广受好评的经典著作，资深取证技术专家撰写，理论指导与实用性兼备！ 从iPhone和其他iOS设备的硬件设备、应用开发环境、系统原理多角度剖析iOS系统的安全原理，结合实用开源工具和案例系统讲解取证的技术、策略、方法和步骤。,机械工业出版社,¥47.60,138条评论,width: 100%;

张晓景, /2016-10-01,本书内容全面、结构清晰、案例新颖，采用理论知识与操作案例相结合的教学方式，全面向读者介绍了不同类型元素的处理、表现的相关知识以及所需的操作技巧。● 通俗易懂的语言本书采用通俗易懂的语言全面地向读者介绍 iOS、Android 和 Windows Phone 这 3 种系统界面设计所需的基础知识和操作技巧，综合实用性较强，确保读者能够理解并掌握相应的功能与操作。● 基础知识与操作案例紧密结合本书摈弃了传统教科书纯理论式的教学，采用少量基础知识和大量操作案例相结合的讲解模式，让读者学习更加轻松。 ● 技巧和知识点的归纳总结本书在讲解过程中列出了大量的提示和技巧，这些都是作者结合长期的 UI 设计经验与教学经验归纳出来的，可以帮助读者更准确地理解和掌握相关的知识点和操作技巧。● 多媒体光盘辅助学习为了增加读者的学习渠道，增强读者的,清华大学出版社,¥68.60,157条评论,width: 90%;

, /2014-05-01,1. 国内iOS移动测试领域首本本权威著作，来自豆瓣的一线实战经验。 2. 开源的测试工具ynm3k之父潜心制作，带你走出iOS App的“裸奔”时代。,电子工业出版社,¥38.00,486条评论,width: 90%;

李宁宁, /2016-07-01,大连东软软件学院的授课教材；基于Android Studio开发环境，实例丰富；提供电子课件、程序源代码等。,电子工业出版社,¥30.00,164条评论,width: 90%;

Meng, /2015-10-01,,清华大学出版社,¥109.40,210条评论,width: 90%;

张云波, /2017-09-01,,电子工业出版社,¥95.00,91条评论,width: 20%;

李宁, /2013-01-01,3大真实的实验环境：Ubuntu Linux12.04 LTS、Android模拟器和S3C6410开发板。 必知必会的驱动开发技术，包括并发控制、阻塞和非阻塞I/O、异步编程、Linux中断和底半部、时间管理、内存管理和I/O访问等。 6大核心Linux驱动代码分析与实战：RTC驱动、LCD驱动、音频驱动、块设备驱动、网络设备驱动和USB驱动,人民邮电出版社,¥95.00,508条评论,width: 90%;

Budi, /2016-03-01,作者Budi Kurniawan是Java编程的高手，以清晰的写作风格而著称。他编写的Java教程被德国斯图加特传媒学院选作教材。本书将Java开发的基础知识和Android平台开发的技能结合，通过丰富、易于理解的实例进行讲解，简单易学。一本书掌握Java开发核心知识和Android平台App开发技能,人民邮电出版社,¥66.20,155条评论,width: 100%;

郑微, /2017-01-01,层次分明：显示层动画、内容层动画、3D动画、转场动画。 内容丰富：UIView、Layer、常用转场动画合集。 适用性强：轻松过滤出适合自己的核心内容。 实用性强：iOS核心动画架构＋实战代码，贴近实际使用场景。,电子工业出版社,¥47.60,139条评论,width: 90%;

Dmitry, /2017-08-01,《Kotlin 实战》教会你使用 Kotlin 语言来开发达到产品级品质的应用。《Kotlin 实战》为具备一定 Java 经验的开发者编写，包含了丰富的示例，和大多数介绍编程语言的书籍相比更加深入，涵盖了非常有趣的话题，例如怎样构建使用自然语言语法的 DSL。两位作者是 Kotlin 的核心开发者，所以你完全可以相信书中*细枝末节的内容都无比地精确。 ● 在 JVM 上进行函数式编程 ● 编写整洁并符合语义习惯的代码 ● 结合运用 Kotlin 和 Java ● 领域特定语言,电子工业出版社,¥85.40,1094条评论,width: 90%;

闫小坤, /2017-09-01,前腾讯公司资深软件开发工程师专业奉献涉及微信公众平台开发的方方面面，技术先进，原理与实践并重提供餐厅管家、微商城、微酒店、游戏开发、HTML 5小游戏、微信与O2O、微信小程序项目的开发方法、技巧与流程，提升你的实际开发能力,清华大学出版社,¥59.30,190条评论,width: 100%;

李永华, /2018-04-01,《Arduino软硬件协同设计实战指南》（第2版）系统论述了Arduino开源硬件的开发方法和技术。书中由浅入深介绍了Arduino的使用，以具体的模块为基础，学习Arduino外围设备的使用，以丰富的Arduino设计实例，实现了智能硬件的物联网应用。在处理嵌入式系统的开发过程中，使用Arduino开源平台，将事半功倍，极大提高效率。提供大量Arduino原创项目开发案例，可二次开发利用，提供配套源代码！,清华大学出版社,¥76.50,22条评论,width: 0%;

卡里姆·亚荷毛尔, /2015-06-01,畅销书《 构建嵌入式Linux系统 》姊妹篇，Karim Yaghmour又一力作！,中国电力出版社,¥51.00,182条评论,width: 100%;

赵令文, /2016-02-01,很多初学者想要快速学习Android App的开发，却往往适得其反，虽然相关的学习资料有很多，但是大部分都是片段的技术资料，不知道该如何应用，这样的资料是不适合初学者学习的。《Android App开发者必修16堂课》一书就从项目建立出发，帮助读者建立正确的开发概念，而不仅仅是提供片段的秘诀而已，使读者清楚程序的每一行都在做什么，进而以不变应万变，做出各式各样的App。《Android App开发者必修16堂课》一书特点如下：1.名家解说一看就懂！帮助初学者迅速进入状况；2.真正实例参照！程序设计者马上取得想要的功能模块；3.别再复制粘贴了！学习完整的开发概念，开发各种App项目；4.绝不藏私！程序原始代码大公开，让你边玩边解析。,化学工业出版社,¥75.70,213条评论,width: 100%;

Chad, /2017-03-01,,电子工业出版社,¥55.70,65条评论,width: 100%;

硅谷密探, /2016-07-01,（1）首次印刷正式销售 2个 小时，大卖 断货 ! （2）从300个海外优秀创新产品中 精选35个 ! （3）报道 8个 不同领域的 独角兽 ! （4）用 1年 时间精心打造! （5）国际 4A美术总监 打磨本书设计! （6）每一页都有 N个 知识点!,电子工业出版社,¥47.00,834条评论,width: 100%;

王隆杰, /2016-10-01,,电子工业出版社,¥75.80,134条评论,width: 100%;

王长青, /2015-05-01,全面讲解了Android智能穿戴设备开发的核心技术，如HTTP网络通信、Socket数据通信、使用URL处理数据、在穿戴设备中使用地图定位、Android传感器、光线传感器和接近警报、检测设备方向、检测穿戴设备的运动、环境传感器、蓝牙4.0 BLE、语音识别、手势识别、多媒体应用、谷歌眼镜等 （1）传统Android应用开发人员，通过本书可以向物联网、硬件通信等更高领域迈进。 （2）开发人员通过本书可以获得3D加速、方向、移动距离、重力、陀螺仪等传感器技术的精髓。 （3）通过本书可以获得可穿戴设备开发技术的奥秘，以本书内容为导向可以成为可穿戴设备开发领域的领路人。 （4）通过学习蓝牙、NFC等数据传输技术，可以步入机顶盒、智能手表、智能电视、智能家居等新兴热门领域,人民邮电出版社,¥95.00,129条评论,width: 100%;

秦超, /2017-03-01,对于只有一些网页开发基础知识的读者来说，ionic目前也许是这个星球上*适合你的跨平台移动开发技术框架了。从新手入门学习便捷性、功能快速扩充迭代与重构支持、团队模块化分工协作支持、应用前台性能优化、跨平台支持、开源免费和社区生态成熟度各项指标来看，业界已基本公认ionic都在开发速度、插件功能、组件成熟度以及背后开发团队的专业性上达到了比较完美的平衡。相比其他跨平台方案，ionic优势明显，而且其背后的框架主力开发商有长远的升级路线图。本书以实例驱动讲解的方式，让移动开发零基础读者也能轻松掌握移动应用开发的技术，跟上目前的万众创新、全面移动化乃至工业4.0的热潮。,清华大学出版社,¥67.90,99条评论,width: 80%;

刘云, /2015-08-01,别让你的代码成为别人的炮灰 多角度剖析 Android 的安全机制和实现原理。 实录460分钟、102个系统安全高清学习视频。 2个大型综合案例，与实际开发过程可无缝对接。 详尽、实用的安全解决方案。 教授精髓，精讲精炼。赠送源码，拿来就用。 超值赠送： 赠送15个 Android 应用开发综合案例 赠送38个 Android 应用开发学习视频,清华大学出版社,¥77.20,111条评论,width: 80%;

黄勇, /2015-07-01,"ThoughtWorks全球CEO 郭晓，Testin云测 联合创始人 CEO 王军,创客总部孵化器创始人陈荣根,InfoQ总编辑 崔康,ThoughWorks中国交付服务总监 施韵涛,资深iOS开发者、《iOS开发进阶》作者 唐巧，极客学院 eoeAndroid开发者社区创始人 姚尚朗 鼎力推荐！ 全面讲解了移动App测试必知必会的技术、工具和测试用例 移动App测试中的测试方法和案例实践，以及提高效率的技术和技巧 通过22条来自于测试实战中的**实践，展示了移动App测试中心思想 图文并茂，帮助读者更快速掌握移动App测试全流程",人民邮电出版社,¥47.00,254条评论,width: 100%;

麦昆, /2015-07-01,,清华大学出版社,¥42.80,218条评论,width: 100%;

李柯泉, /2017-03-01,通过本书的学习，读者能够快速掌握使用jQuery Mobile进行移动开发的方法和过程。本书整个体系包括基础知识、界面展示、项目实战、跨平台开发等移动开发人员必须掌握的技能，尤其是本书的界面展示与项目实战部分，不但能让读者了解做什么（what）与怎么做（how），更能让读者清楚为什么要这么做（why）。同时，本书还讲解了很多跨平台移动开发的工具和技巧。,清华大学出版社,¥67.90,54条评论,width: 100%;

吴亚峰, /2017-01-01,第1本介绍H5和WebgL 3D开发的书 主要内容包括：HTML 5开发基础，初识WebGL，实现WebGL可编程渲染管线着色器的着色语言进行了系统地介绍，投影及各种变换，介绍了3D开发中投影、各种变换的原理与实现，同时还介绍了几种不同的绘制方式；光照效果，介绍了WebGL中光照的基本原理与实现、点法向量与面法向量的区别以及光照的每顶点计算与每片元计算的差别；纹理映射，介绍了纹理映射的基本原理与使用，同时还介绍了不同的纹理拉伸与采样方式、多重过程纹理技术以及压缩纹理；3D模型加载，介绍了如何使用自定义的加载工具类直接加载使用3ds Max创建的3D立体物体；混合与雾，主要介绍了混合以及雾的基本原理与使用；标志板、天空盒等，主要介绍了一些常见的3D开发技巧，包括标志板、天空盒与天空穹、镜像技术等；Three.js引擎，主要介绍了对WebGL封装比较好的Three.,人民邮电出版社,¥66.20,119条评论,width: 100%;

李忠良, /2015-04-01,《Android源码分析实录》几乎涵盖了Android源码中的所有核心系统的内容，全书内容通俗易懂，适合Android初学者、Android爱好者、Android底层开发人员、Android应用开发人员阅读和学习，也可以作为相关培训学校和大专院校相关专业的教学用书。 （ 1 ）讲解详尽，深入底层。 本书详细讲解了 Android 网络开发的每一个知识点，为了更加说明原理，从深入底层开始，到顶层 Java 应用结束。即使菜鸟也能够看懂并掌握。 （ 2 ）大话模式，趣味性更强。 全书采用诙谐、生动的大话模式讲实例，在逼真的生活场景中学编程，区别于传统编程书的古板，使读者以快活的心情学习。将复杂的高深专业知识，以趣味性的语言讲解出来。 （ 3 ）实例典型，提示丰富。 书中的实例都是*典型的，*能阐述知识点的应用。融合了技术中,清华大学出版社,¥76.50,101条评论,width: 90%;

Clifton, /2016-10-01,Android开发引领者和用户体验倡导者Ian G. Clifton经典书重磅升级。 消除开发者和设计师隔阂，一起或独自创造出*优秀应用设计方案。 如何将出彩的可用性和出众的视觉体验融合一体，构建新用户即可轻松上手的应用。 无须任何设计经验，一样可以贯穿整个流程，从线框图到流程图，再到动画和高级合成。 从此案头有了顺手的案例可学习，有了更多可直接拿来用的案例代码，甚至是已完成的完整应用。 ■ Material Design和Android 6 应用的无缝整合 ■ 理解Android用户界面的构建单元 View ■ 制作*完善的线框和概念原型 ■ 实践以用户为中心的设计理念 ■ 精通必要的版式和图标设计 ■ 掌握输入和滚动 ■ 创建精妙的过渡动画 ■ 运用例如span和图片缓存等高级组件 ■ 实践画布、颜色过滤器、着色器和图片合成 ■ 用多个View组成高效的自定义组件 ■ 自定义View以满足独,电子工业出版社,¥123.80,109条评论,width: 80%;

管蕾, /2017-01-01,（1）基于全新的iOS 10进行讲解，演示iOS 10的新特性 （2）Objective-C和Swift双语讲解，全新的Swift 3.0实例演示 （3）9小时的视频讲解、200多个开发实例喝两大综合案例，让读者学得会，看得懂。 新增CocoaPods依赖管理、扩展 (Extension)、watchOS 3、Siri、tvOS和分屏多视图等全新内容。,人民邮电出版社,¥95.00,349条评论,width: 90%;

侯海亭, /2016-08-01,1. 作者是业界有名的手机维修专家 2. 大量案例，有助于维修人员查询参考 3. 从故障现象进行分析，方便维修者学习，在维修时能够快速查阅，提供帮助。 4. 提供大量手机电路图，这是维修者宝贵的维修资料,化学工业出版社,¥59.30,73条评论,width: 70%;

李刚, /2016-02-01,基于Swift 2.1版本写成，针对Swift 1.x和2.x变化比较大的特点进行了彻底升级。不仅百分百覆盖Apple官方Swift编程指南，更有丰富案例便于读者学习和领悟。书中代码的注释非常详细，不仅注释的数量庞大，而且把一些简单知识点之间写到注释里，力求读者轻松上手。在书中前言的*后位置列出了全书配套代码的下载地址，供读者免费试用。,电子工业出版社,¥66.20,41条评论,width: 100%;

迈耶, /2013-04-01,"2013年度*受网友喜爱IT图书奖TOP10 Android权威专家编写，从入门到精通一本就够了 使用Android 4 SDK开发移动应用程序的理想指南,经典图书升级版本！",清华大学出版社,¥84.30,3084条评论,width: 80%;

撒敦, /2015-01-01,,清华大学出版社,¥42.80,413条评论,width: 90%;

姚尚朗, /2013-06-01,**的开发社区eoe Android（注册会员10万）全新打造的。 6大完整商业案例：图书信息查询、eoeWiki客户端、广告查查看看、手机信息查看小助手、土地浏览器实例、地图跟踪，案例取自作者的商业项目，可以学以致用，增加成就感。 全部内容基于**的Android SDK 4.X。,人民邮电出版社,¥56.60,627条评论,width: 90%;

李万军, /2016-10-01,本书内容丰富、条理清晰，通过 9 章的内容，为读者全面、系统地介绍了交互动画制作的基础知识以及使用 After Effects CC 进行交互动画制作的方法和技巧，采用理论知识和实例相结合的方法，使知识融会贯通。● 语言通俗易懂，实例图文同步，涉及大量交互动画制作的知识讲解，帮助读者深入了解交互动画。● 实例涉及面广，几乎涵盖了交互动画制作中大部分的效果，每种效果通过实际操作讲解和具体制作过程帮助读者掌握交互动画制作中的要点。● 注重交互动画制作中软件操作和案例制作技巧的归纳总结，整个讲解过程中穿插了操作和知识点提示等，使读者更好地学习相关知识。● 每一个实例的制作过程都配有相应的素材、源文件和视频教程，帮助读者轻松掌握。,清华大学出版社,¥42.10,75条评论,width: 80%;

王东华, /2016-03-01,实例丰富，按照Android 5 新版本编写。 涵盖了Android网络应用中的所有主要内容：HTTP数据通信、URL处理数据、使用Socket实现数据通信、使用WebKit浏览网页数据、WiFi系统应用、蓝牙系统应用、邮件应用、RSS应用、网络视频处理、网络流量监控、网络RSS阅读器通过案例让读者学以致用，如开发一个邮件系统、网络防火墙系统开发、开发Web版的电话本管理系统等,人民邮电出版社,¥85.40,98条评论,width: 90%;

Patrick, /2014-07-01,,清华大学出版社,¥51.40,260条评论,width: 100%;

Joseph, /2015-01-01,OpenCV和Android库之间的整合过程充分体现了广泛的应用程序特征，二者间的结合尚为新鲜事物，读者可通过可复用的类库扩展或调整后续的计算机视觉项目，并根据已有的开发环境和知识编写更为丰富的应用程序。,清华大学出版社,¥24.90,229条评论,width: 90%;

北京课工场教育科技有限公司, /2016-04-01,,水利水电出版社,¥37.90,110条评论,width: 90%;

陈强, /2015-11-01,实例丰富，按照Android5.0新版本编写。 285个经典应用范例的实现过程，详细讲解了开发各类Android应用程序的方法和技巧。 涵盖Android开发的核心技术，如UI界面布局、基本控件应用、事件处理、文件操作和数据存储、电话和短信实战、二维/三维图形应用、渲染和动画实战、网络应用、视频和音频应用，手机游戏应用、传感器应用等。 每一个范例都进行视频讲解和演示，帮助读者尽快学通，并加以应用。,人民邮电出版社,¥95.00,86条评论,width: 100%;

梅德尼克斯, /2015-02-01,,清华大学出版社,¥51.40,93条评论,width: 100%;

朱元波, /2016-05-01,讲解Android 传感器的书籍，循序渐进的全面剖析了Android传感器的特性和功能。本书几乎涵盖了Android传感器和外设开发所需的所有主要内容，如Android传感器系统分析、地图定位、光线传感器、接近警报、磁场传感器、加速度传感器、方向传感器、陀螺仪传感器、旋转向量传感器、距离传感器、气压传感器、温度传感器、湿度传感器、Android蓝牙系统、语音识别、手势识别、NFC近场通信、拍照解析条形码、麦克风音频录制、基于图像处理的人脸识别、行走轨迹记录等知识。本书循序渐进的全面剖析了Android传感器开发的基本知识，几乎涵盖了Android传感器的所有内容。并且在讲解过程中，细致讲解了每一个知识点的具体原理和具体用法。,人民邮电出版社,¥103.70,128条评论,width: 90%;

